names	scores	logfoldchanges	pvals	pvals_adj	cluster
MIF	18.552778	1.2828529	4.298673262226031e-63	1.3263690192073617e-61	cDC1_CLEC9A
TRABD	18.401428	2.6132972	8.78318614227784e-62	2.6446887746015147e-60	cDC1_CLEC9A
COTL1	18.359247	0.8067749	1.1234346763630934e-62	3.4349372037548155e-61	cDC1_CLEC9A
SMCO4	18.358078	2.497959	1.3774327652419655e-61	4.1327889218221536e-60	cDC1_CLEC9A
TRAF4	18.275768	3.6227329	5.820034025760825e-61	1.7277552992421608e-59	cDC1_CLEC9A
CFL1	18.270374	0.6454088	1.745742249184109e-61	5.219258149424079e-60	cDC1_CLEC9A
ID2	18.218544	2.2589905	6.045177006170394e-61	1.7930122715308562e-59	cDC1_CLEC9A
MESDC2	18.212488	2.7131243	9.678858714608633e-61	2.8657246531636495e-59	cDC1_CLEC9A
PSME1	18.206507	1.1112611	3.1389289748434026e-61	9.343027639432297e-60	cDC1_CLEC9A
CDK2AP1	18.095322	2.920424	4.439708361059849e-60	1.3041981998042769e-58	cDC1_CLEC9A
SERPINB9	18.041225	2.2711565	5.618962584474309e-60	1.64630717670676e-58	cDC1_CLEC9A
CCT2	18.030832	2.4814079	8.052144968656137e-60	2.3551126091484366e-58	cDC1_CLEC9A
BCL2L14	18.014936	5.842911	1.6538209099910948e-59	4.8079242227126786e-58	cDC1_CLEC9A
HSD17B12	18.01144	2.8926456	1.2426691268579606e-59	3.622015013871291e-58	cDC1_CLEC9A
MAP4K1	17.982368	3.4941444	2.103456318562029e-59	6.0992992424809814e-58	cDC1_CLEC9A
SERPINB6	17.956232	2.2638898	1.773649384756118e-59	5.151839859480399e-58	cDC1_CLEC9A
DGAT2	17.884647	4.4947696	7.65962011997061e-59	2.2001981272147464e-57	cDC1_CLEC9A
NDRG2	17.810427	3.1064363	1.5595548049589893e-58	4.472139540279846e-57	cDC1_CLEC9A
DDAH2	17.780672	2.4047606	1.6501627394681635e-58	4.723923818491105e-57	cDC1_CLEC9A
RAB8B	17.705896	2.5559912	4.552647118600496e-58	1.2901336586553835e-56	cDC1_CLEC9A
TMEM243	17.62394	2.7517617	1.3763454954565342e-57	3.854911481621983e-56	cDC1_CLEC9A
PPM1J	17.606668	5.792919	2.3556742616337322e-57	6.575980826138109e-56	cDC1_CLEC9A
NDEL1	17.512894	2.5199707	4.638194784341987e-57	1.2873091850380472e-55	cDC1_CLEC9A
EIF3H	17.503168	1.3860644	2.618672628206154e-57	7.298060838277764e-56	cDC1_CLEC9A
MBP	17.503078	2.5278335	5.295243399297677e-57	1.4648434408533324e-55	cDC1_CLEC9A
ARL5A	17.458261	2.2758498	8.069106901721213e-57	2.221245816557145e-55	cDC1_CLEC9A
STK17A	17.407587	2.6561985	1.823647895050317e-56	4.9834543532705094e-55	cDC1_CLEC9A
BRD2	17.381985	2.0804503	1.799971729218159e-56	4.9227473574899885e-55	cDC1_CLEC9A
PARM1	17.37771	4.774409	3.6239602419693098e-56	9.86314348892681e-55	cDC1_CLEC9A
DST	17.35637	3.0543003	3.8827765831472026e-56	1.0559021323047767e-54	cDC1_CLEC9A
TOX	17.3312	5.7037244	6.507115662630369e-56	1.758225782972475e-54	cDC1_CLEC9A
PTGES2	17.331177	2.9284198	5.1343093631917695e-56	1.388406257491039e-54	cDC1_CLEC9A
HDAC9	17.309639	2.9663494	6.673786549831106e-56	1.8018154167468692e-54	cDC1_CLEC9A
