names	scores	logfoldchanges	pvals	pvals_adj	cluster
ZNF608	-13.512543	-5.5476656	1.5089288769257992e-41	1.3457345044769158e-40	Mono_CD14
HAT1	-13.518057	-0.6477762	1.9447590592454015e-41	1.7312209178920623e-40	Mono_CD14
SMYD4	-13.521783	-0.92995316	1.750072327553906e-41	1.5595592966041075e-40	Mono_CD14
NIPSNAP3A	-13.525395	-0.6320026	1.769360061881403e-41	1.5763304580918031e-40	Mono_CD14
PSMB2	-13.52633	-0.57430404	1.816676655461759e-41	1.6180571829005685e-40	Mono_CD14
MT1M	-13.527781	-2.0734155	1.3595850452756153e-41	1.2141494438249823e-40	Mono_CD14
STX17-AS1	-13.530852	-3.687379	1.178305530517651e-41	1.0536578170186235e-40	Mono_CD14
FAM53B	-13.531774	-0.6973064	1.5986360190962542e-41	1.4253623187993964e-40	Mono_CD14
KIAA0141	-13.539332	-0.6089747	1.4793409297686697e-41	1.320045373083304e-40	Mono_CD14
HERC1	-13.540419	-0.6491447	1.4381006290195273e-41	1.2835857640843431e-40	Mono_CD14
MT-CYB	-13.540609	-0.1981941	1.4945250706415333e-41	1.3332414013819386e-40	Mono_CD14
GAB1	-13.542868	-0.99503523	1.3029820032384597e-41	1.1639097459468892e-40	Mono_CD14
RP11-798K3.3	-13.545201	-3.9813132	9.640673026219544e-42	8.629990354554765e-41	Mono_CD14
SEC13	-13.554355	-0.5762636	1.2417816832253129e-41	1.1098300274428035e-40	Mono_CD14
SF3A1	-13.555692	-0.5857135	1.2078077269349766e-41	1.0797525484570735e-40	Mono_CD14
FGD5	-13.562212	-2.82111	8.002651721122724e-42	7.17512898061493e-41	Mono_CD14
COX11	-13.56633	-0.8770484	9.659147912817335e-42	8.644231866519715e-41	Mono_CD14
MFSD12	-13.568188	-0.6598644	9.872448084774764e-42	8.832773918438685e-41	Mono_CD14
AP2A1	-13.572147	-0.60756475	9.500890665883833e-42	8.507122245450169e-41	Mono_CD14
VEZT	-13.575864	-0.74362516	8.721135331914665e-42	7.813079869011771e-41	Mono_CD14
GNG10	-13.579321	-0.58524823	8.83646528054369e-42	7.914297213254628e-41	Mono_CD14
AARSD1	-13.58062	-0.8034803	8.08946787885546e-42	7.251038326952803e-41	Mono_CD14
RPIA	-13.58063	-0.65200883	8.35429408343545e-42	7.486425128916863e-41	Mono_CD14
TTC27	-13.591425	-1.1918676	6.55400425674095e-42	5.880975217753118e-41	Mono_CD14
CTNNBL1	-13.59277	-0.60527945	7.207334630019374e-42	6.463772505293394e-41	Mono_CD14
BOD1	-13.599073	-0.75364214	6.374032838669614e-42	5.72100858993431e-41	Mono_CD14
CYTH2	-13.601225	-0.6627548	6.31998527038033e-42	5.674009690919127e-41	Mono_CD14
CSDE1	-13.606243	-0.5525551	6.30589423182775e-42	5.662867810426552e-41	Mono_CD14
CD4	-13.607534	-0.58179426	6.094541425349106e-42	5.474526227291729e-41	Mono_CD14
PWP2	-13.611851	-1.5169086	4.734931790990242e-42	4.260047844208951e-41	Mono_CD14
FAM126A	-13.614803	-0.72244227	5.176060686988044e-42	4.651965558478932e-41	Mono_CD14
NOC3L	-13.616174	-0.9328925	4.8827686724676434e-42	4.390712774222706e-41	Mono_CD14
SEC11A	-13.618226	-0.5138964	5.414743063912022e-42	4.865182741212045e-41	Mono_CD14
OSBPL9	-13.618506	-0.66981083	4.989690696445221e-42	4.48566270880537e-41	Mono_CD14
NUDT3	-13.623286	-0.5900323	4.844605148065913e-42	4.357558084862063e-41	Mono_CD14
ELP2	-13.625156	-0.75144494	4.4718282257270234e-42	4.0254817055208744e-41	Mono_CD14
RP11-532F12.5	-13.626226	-1.901074	3.714991954442974e-42	3.349556834707026e-41	Mono_CD14
CNOT2	-13.627317	-0.6018971	4.535189175249904e-42	4.0814279933458935e-41	Mono_CD14
CYP2R1	-13.633274	-0.8652059	3.919482208841271e-42	3.5320415497378386e-41	Mono_CD14
TMEM26-AS1	-13.633347	-3.0116487	2.9792698649728323e-42	2.6905258330312145e-41	Mono_CD14
SCN7A	-13.634405	-24.150595	2.9364246201391396e-42	2.6525439986854736e-41	Mono_CD14
GPR84	-13.636055	-0.6313205	3.96624831173372e-42	3.5732291608437427e-41	Mono_CD14
ZNF571	-13.637208	-2.4184608	2.983317517482913e-42	2.693459282799284e-41	Mono_CD14
INPP4B	-13.638647	-2.5448933	2.875006017902132e-42	2.5977595271438574e-41	Mono_CD14
IQCK	-13.638692	-2.056285	3.042723822835086e-42	2.746357794980053e-41	Mono_CD14
LLGL2	-13.639394	-1.3938309	3.3059920825968796e-42	2.983184178656113e-41	Mono_CD14
ARF1	-13.6411085	-0.5105582	4.011075485354212e-42	3.6126484203027214e-41	Mono_CD14
HNRNPC	-13.642507	-0.52891773	3.9026291002378116e-42	3.517795208759038e-41	Mono_CD14
UBE2V1	-13.646173	-0.5819987	3.5882012668622647e-42	3.2361042153548487e-41	Mono_CD14
TBC1D9B	-13.648992	-0.6378938	3.325500624634367e-42	2.9999844189137983e-41	Mono_CD14
RINL	-13.660068	-1.095925	2.612791100478901e-42	2.3620977552867207e-41	Mono_CD14
SNX14	-13.664463	-0.65744144	2.6811420876547303e-42	2.423240383622277e-41	Mono_CD14
ZNF644	-13.673086	-0.6337761	2.4065022735371518e-42	2.176770137035189e-41	Mono_CD14
LDB2	-13.673951	-24.07756	1.709514644642991e-42	1.5513166290493116e-41	Mono_CD14
ERCC3	-13.674999	-0.7939554	2.2531117349246007e-42	2.0396654163500671e-41	Mono_CD14
ARHGEF7	-13.679196	-0.7118783	2.1626571097851576e-42	1.9583060644208843e-41	Mono_CD14
PIGF	-13.680347	-0.7058727	2.1372984220495786e-42	1.9358637911972715e-41	Mono_CD14
ARMC9	-13.681402	-3.2837894	1.5290982142081785e-42	1.3890923491380525e-41	Mono_CD14
ZNF410	-13.6832905	-0.72133803	2.044942061255543e-42	1.8527098094096336e-41	Mono_CD14
