names	scores	logfoldchanges	pvals	pvals_adj	cluster
EIF4A2	19.699923	1.396552	2.4995702413228713e-82	1.0122658619126542e-80	Macro_LYVE1
USP53	19.648819	1.8518013	9.530730689846581e-82	3.845849579205877e-80	Macro_LYVE1
SERPING1	19.637207	1.6466861	9.826579639982234e-82	3.9604877319325525e-80	Macro_LYVE1
FSCN1	19.620136	1.9751612	1.648760518449082e-81	6.621375078500997e-80	Macro_LYVE1
CSGALNACT1	19.602148	2.5128727	2.767559300729854e-81	1.1048595151515603e-79	Macro_LYVE1
MEF2A	19.553377	1.5008477	3.901564710369244e-81	1.5538926873662096e-79	Macro_LYVE1
HSP90AA1	19.50851	0.8862055	5.748835224361592e-81	2.284212901528767e-79	Macro_LYVE1
ARHGAP5	19.503021	2.0151064	1.3957319646737408e-80	5.50032664534702e-79	Macro_LYVE1
MAT2A	19.47983	1.3928856	1.2031009825245758e-80	4.7523194027178263e-79	Macro_LYVE1
IER2	19.419048	1.3620051	3.613934645887788e-80	1.4192064563932767e-78	Macro_LYVE1
RHOBTB3	19.35565	1.9153839	1.7524660440289245e-79	6.802717844183246e-78	Macro_LYVE1
ALOX5AP	19.345657	1.3840755	9.541342385014402e-80	3.720902665748556e-78	Macro_LYVE1
WWP1	19.33702	2.153734	2.71098919773179e-79	1.0463238262127712e-77	Macro_LYVE1
CHKA	19.266817	1.6002195	7.047534378084811e-79	2.7045515186240277e-77	Macro_LYVE1
FCHSD2	19.226501	1.6133409	1.457403712772893e-78	5.554950305222835e-77	Macro_LYVE1
ETV5	19.198517	1.7942072	2.666563462334418e-78	1.0106545478053529e-76	Macro_LYVE1
MYO5A	19.156696	1.6986269	5.302875261057292e-78	2.000840750795794e-76	Macro_LYVE1
SORBS3	19.152967	1.832409	6.081719383211271e-78	2.2870251439500062e-76	Macro_LYVE1
TTN	19.077198	3.7251017	3.1731623119669804e-77	1.1840147390854424e-75	Macro_LYVE1
CPED1	19.054998	1.9243032	3.479248626191581e-77	1.2967898585276453e-75	Macro_LYVE1
EBI3	19.033396	1.6570913	4.20123042046563e-77	1.5624311014036306e-75	Macro_LYVE1
SGMS1	18.998434	1.843618	8.948613568262641e-77	3.3206452155180775e-75	Macro_LYVE1
ITGAM	18.956512	1.5313765	1.4967682226283086e-76	5.541989944311893e-75	Macro_LYVE1
TPCN1	18.909029	1.8885008	4.2839020871466806e-76	1.5775059773149755e-74	Macro_LYVE1
JUND	18.840181	1.3440508	9.189005467290319e-76	3.3727053400313724e-74	Macro_LYVE1
FUCA1	18.665462	1.6910998	2.5718216929459134e-74	9.258008560055513e-73	Macro_LYVE1
DSC2	18.557293	1.6669815	1.610202120018193e-73	5.765584509234113e-72	Macro_LYVE1
CCL8	18.530922	3.5271618	3.5587145163558495e-73	1.2648452206128059e-71	Macro_LYVE1
ABCA1	18.511728	1.4493278	2.8189563910074158e-73	1.004037173769597e-71	Macro_LYVE1
EMP2	18.326027	2.0798335	9.290418215273154e-72	3.2204871537594e-70	Macro_LYVE1
TSC22D3	18.294209	1.217841	9.1657730489793e-72	3.1805515665531255e-70	Macro_LYVE1
SLC7A8	18.26813	2.688641	2.7505370177662225e-71	9.466454982289592e-70	Macro_LYVE1
